,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status,"key_stats_acc_perf_NO_NA_enhanced.csv"")Held by Institutions"
2773,2013-04-25 00:57:15,1366876635.0,dow,32.13,47.53,1585.16,17.55,29.98,95.87,45.96,0.67,2.26,2.08,7.17,3.66,4.84,48.55,53730000000.0,53730000000.0,11.09,1.95,0.95,7.94,0.95,8990000000.0,7.94,829000000.0,0.70,N/A,1.30,4170000000.0,3.47,21110000000.0,2.06,14.03,4080000000.0,1.89,0.15,,20090000.0,2.80,1.70,18760000.0,1.0,70.40
2774,2012-05-18 12:22:34,1337368954.0,dps,37.24,29.14,1295.22,28.07,1.0700000000000003,119.43,14.95,1.46,3.83,10.01,17.39,7.13,25.33,27.48,11150000000.0,11150000000.0,12.84,2.16,1.88,8.95,1.88,3420000000.0,8.95,594000000.0,2.73,10.50,2.30,203000000.0,0.96,2700000000.0,0.89,10.67,384000000.0,0.05,0.14,,9990000.0,4.20,4.70,10480000.0,0.0,91.50
2775,2012-06-25 18:08:39,1340672919.0,dps,39.79,8.85,1313.72,20.88,-12.03,119.43,15.68,1.53,4.02,10.01,17.39,7.13,25.33,27.48,11580000000.0,11580000000.0,13.42,2.10,1.95,9.30,1.95,3420000000.0,9.30,594000000.0,2.73,10.50,2.30,203000000.0,0.96,2700000000.0,0.89,10.67,384000000.0,0.04,0.28,,11010000.0,4.50,5.20,10170000.0,0.0,97.30
2776,2013-05-11 10:07:02,1368292022.0,dps,47.18,18.27,1632.69,14.88,3.389999999999999,124.92,16.34,1.65,4.43,10.53,18.24,7.77,28.14,28.83,12620000000.0,12620000000.0,14.71,2.04,2.10,9.62,2.10,3500000000.0,9.62,633000000.0,3.00,3.90,1.30,220000000.0,1.08,2800000000.0,1.06,10.98,843000000.0,0.22,0.29,,6160000.0,4.50,3.40,6060000.0,0.0,99.80
2777,2003-12-07 14:57:51,1070837871.0,dri,15.29,36.95,1069.72,11.27,25.680000000000003,0.524,15.28,0.70,2.65,4.83,7.23,8.61,18.94,27.082,3310000000.0,3870000000.0,13.07,0.91,0.82,6.63,0.82,1020000000.0,6.63,228970000.0,1.312,2.30,6.60,96520000.0,0.59,656870000.0,0.58,7.6,N/A,0.354,8.71,,3810000.0,2.495,2.53,3170000.0,1.0,73.36
2778,2004-05-16 20:24:58,1084764298.0,dri,16.49,40.08,1096.44,6.32,33.76,0.52,15.77,0.72,2.71,4.90,7.24,8.63,19.09,28.448,3540000000.0,4170000000.0,13.50,1.09,0.86,6.9,0.86,1020000000.0,6.9,238860000.0,1.395,2.30,6.60,43870000.0,0.27,668910000.0,0.571,7.986,474720000.0,0.403,8.56,,6420000.0,4.343,4.36,6050000.0,1.0,73.34
2779,2004-06-21 00:26:39,1087802799.0,dri,16.47,52.64,1130.3,7.37,45.27,0.52,15.31,0.70,2.65,4.90,7.24,8.63,19.09,28.448,3440000000.0,4059999999.9999995,13.02,1.07,0.83,6.73,0.83,1020000000.0,6.73,238860000.0,1.395,2.30,6.60,43870000.0,0.27,668910000.0,0.571,7.986,474720000.0,0.393,8.56,,6070000.0,5.64,4.13,6420000.0,1.0,78.71
2780,2004-09-26 10:44:02,1096220642.0,dri,17.12,36.21,1108.36,9.68,26.53,0.527,16.46,0.71,2.79,4.68,6.89,8.37,18.54,29.93,3650000000.0,4280000000.0000005,12.78,1.08,0.85,7.12,0.85,1110000000.0,7.12,234990000.0,1.405,0.30,7.50,38600000.0,0.24,670470000.0,0.532,8.073,525409999.99999994,0.362,8.49,,3040000.0,3.306,2.11,3930000.0,1.0,74.16
2781,2004-11-30 12:43:45,1101847425.0,dri,20.77,32.31,1173.82,6.45,25.860000000000003,0.527,19.42,0.85,3.37,4.68,6.89,8.37,18.54,29.93,4290000000.0,4920000000.0,14.99,1.32,0.98,8.19,0.98,1110000000.0,8.19,234990000.0,1.405,0.30,7.50,38600000.0,0.25,670470000.0,0.532,8.093,489140000.0,0.454,8.28,,2810000.0,3.176,1.95,4800000.0,1.0,76.39
2782,2004-12-05 09:19:23,1102267163.0,dri,20.76,34.25,1190.33,6.03,28.22,0.527,19.51,0.85,3.37,4.68,6.89,8.37,18.54,29.93,4310000000.0,4940000000.0,14.98,1.32,0.98,8.22,0.98,1110000000.0,8.22,234990000.0,1.405,0.30,7.50,38600000.0,0.25,670470000.0,0.532,8.093,489140000.0,0.454,8.28,,2810000.0,3.176,1.95,4800000.0,1.0,76.23
2783,2005-04-10 22:08:52,1113196132.0,dri,23.65,29.6,1191.14,8.86,20.740000000000002,0.506,19.79,0.94,3.79,4.88,7.08,8.92,20.60,31.858,4890000000.0,5390000000.0,15.80,1.37,1.03,8.58,1.03,1100000000.0,8.58,256040000.00000003,1.56,2.20,7.50,87780000.0,0.56,651300000.0,0.457,8.186,626440000.0,0.141,8.28,,3230000.0,3.223,2.25,4110000.0000000005,1.0,76.82
2784,2005-05-26 19:15:45,1117160145.0,dri,24.99,12.77,1197.62,6.89,5.88,0.506,21.01,0.97,3.94,4.88,7.08,8.92,20.60,31.858,5130000000.0,5640000000.0,16.69,1.45,1.08,8.98,1.08,1100000000.0,8.98,256040000.00000003,1.56,2.20,7.50,87780000.0,0.56,651300000.0,0.457,8.22,591040000.0,0.152,8.28,,2600000.0,1.949,1.81,2280000.0,1.0,79.72
2785,2005-09-07 01:14:53,1126080893.0,dri,23.96,14.02,1236.36,4.66,9.36,0.511,17.24,0.87,3.62,5.51,9.02,10.41,23.74,33.683,4730000000.0,5220000000.0,N/A,1.18,0.99,7.574,0.99,1180000000.0,7.574,290610000.0,1.78,59.40,2.60,42800000.0,0.277,650250000.0,0.39,8.245,583240000.0,N/A,1.82,,3240000.0,2.1,2.10,2670000.0,1.0,76.10
2786,2007-01-23 17:35:52,1169602552.0,dri,30.44,-32.29,1427.99,-6.26,-26.03,0.612,17.30,0.98,4.47,5.97,9.49,11.42,27.46,39.765,5710000000.0,6460000000.0,N/A,1.33,1.11,8.163,1.11,1290000000.0,8.163,347830000.0,2.27,12.00,4.50,38400000.0,0.264,783160000.0,0.427,8.802,621380000.0,0.8,N/A,,4250000.0,3.1,3.00,4540000.0,0.0,86.80
2787,2007-02-14 04:33:45,1171456425.0,dri,33.02,-27.17,1455.3,-7.31,-19.860000000000003,0.612,18.76,1.03,4.69,5.97,9.49,11.42,27.46,39.765,6190000000.0,N/A,N/A,1.38,N/A,N/A,N/A,1290000000.0,N/A,347830000.0,2.27,12.00,4.50,38400000.0,0.264,783160000.0,0.427,8.802,621380000.0,0.83,7.48,,4050000.0,2.6,2.80,4250000.0,0.0,74.90
2788,2007-04-05 23:26:55,1175840815.0,dri,32.84,-16.96,1443.76,-5.08,-11.88,0.619,18.21,1.00,4.82,5.92,9.49,11.63,28.10,40.692,5950000000.0,6630000000.0,N/A,1.38,1.12,8.258,1.12,1290000000.0,8.258,348890000.0,2.31,1.00,4.70,53800000.0,0.381,763600000.0,0.414,8.632,626690000.0,0.67,7.49,,2290000.0,1.7,1.60,4510000.0,0.0,82.20
2789,2007-10-17 03:53:18,1192618398.0,dri,34.24,-50.44,1541.24,-38.59,-11.849999999999994,0.563,28.91,1.07,5.08,3.86,10.31,12.21,31.81,39.86,6080000000.0,6670000000.0,N/A,1.18,1.18,8.48,1.18,1310000000.0,8.48,390400000.0,1.48,19.70,7.90,47300000.0,0.333,670500000.0,0.555,8.387,651400000.0,0.79,0.54,,1820000.0,1.1,1.30,2530000.0,0.0,80.10
2790,2012-07-16 20:44:00,1342496640.0,dri,45.67,4.18,1353.64,23.83,-19.65,115.13,14.09,0.81,3.50,5.95,9.25,8.10,25.22,61.48,8500000000.0,8500000000.0,11.31,1.07,1.06,7.81,1.06,1800000000.0,7.81,476500000.0,3.57,10.00,3.80,70500000.0,0.55,2120000000.0,0.43,14.34,761700000.0,0.63,0.39,,10250000.0,4.40,N/A,10940000.0,0.0,86.40
2791,2013-04-22 06:49:20,1366638560.0,dri,45.88,6.23,1562.5,20.29,-14.059999999999999,142.15,14.91,0.76,3.25,5.17,8.25,6.66,23.12,64.69,9010000000.0,9010000000.0,15.37,2.84,1.08,8.48,1.08,1840000000.0,8.48,430800000.0,3.28,18.10,4.60,107100000.0,0.83,2770000000.0,0.56,15.02,901300000.0,0.70,0.69,,8790000.0,4.90,7.80,8850000.0,0.0,82.50
2792,2013-05-13 07:51:51,1368456711.0,dri,49.71,-0.02,1633.77,16.14,-16.16,142.15,16.33,0.84,3.56,5.17,8.25,6.66,23.12,64.69,9620000000.0,9620000000.0,16.84,3.07,1.16,9.05,1.16,1840000000.0,9.05,430800000.0,3.28,18.10,4.60,107100000.0,0.83,2770000000.0,0.56,15.02,901300000.0,0.70,0.69,,7960000.0,4.40,7.10,8109999.999999999,0.0,82.50
2793,2009-10-30 05:04:01,1256904241.0,dsw,8.9,73.71,1036.19,14.12,59.589999999999996,N/A,44.54,0.57,1.75,1.36,2.47,3.10,4.33,33.951,725330000.0,725330000.0,N/A,2.48,0.49,9.045,0.49,379100000.0,9.045,20370000.0,0.46,30.90,3.40,178970000.0,4.055,N/A,2.958,10.96,96020000.0,1.3,26.26,,4660000.0,14.2,29.00,4650000.0,1.0,102.40
2794,2010-09-18 19:06:08,1284861968.0,dsw,12.55,75.46,1125.07,7.47,67.99,N/A,13.28,0.69,2.02,5.47,9.14,11.83,17.55,38.87,919700000.0,919700000.0,N/A,1.21,0.54,4.53,0.54,467490000.0,4.53,93670000.0,2.09,210.00,12.30,271950000.0,6.18,0.00,2.88,13.27,919700000.0,1.48,25.80,,4040000.0,10.60,28.50,4099999.9999999995,1.0,110.60
2795,2010-12-05 02:04:18,1291543458.0,dsw,18.62,19.12,1221.53,2.91,16.21,N/A,17.46,1.01,2.85,5.84,9.59,11.55,18.08,39.91,1460000000.0,1460000000.0,15.30,1.69,0.83,6.80,0.83,467490000.0,6.80,102550000.0,2.29,33.40,10.00,309820000.0,7.04,0.00,3.01,14.11,1460000000.0,1.65,25.80,,3440000.0,8.50,24.30,3900000.0,1.0,110.60
2796,2010-12-06 11:05:57,1291662357.0,dsw,17.96,25.84,1223.12,2.89,22.95,N/A,17.46,1.00,2.83,5.84,9.59,11.55,18.08,39.91,1450000000.0,1450000000.0,15.30,1.69,0.82,6.75,0.82,467490000.0,6.75,102550000.0,2.29,33.40,10.00,309820000.0,7.04,0.00,3.01,14.11,1450000000.0,1.65,25.80,,3440000.0,8.50,24.30,3900000.0,1.0,110.60
2797,2012-07-03 06:05:07,1341320707.0,dsw,26.31,40.71,1374.02,17.57,23.14,N/A,9.60,1.17,2.80,12.16,11.07,N/A,39.06,51.13,2089999999.9999998,2089999999.9999998,14.82,1.63,1.01,7.42,1.01,653950000.0,7.42,256370000.0,5.76,N/A,10.90,371270000.0,8.32,0.00,3.15,19.40,233010000.0,1.50,14.63,,1940000.0,3.30,6.90,1690000.0,1.0,87.50
2798,2013-03-17 22:38:53,1363585133.0,dsw,33.29,17.39,1563.23,18.91,-1.5199999999999996,N/A,21.93,1.41,3.57,6.37,10.54,11.54,17.48,49.47,2690000000.0,2690000000.0,17.56,1.43,1.23,9.44,1.23,653950000.0,9.44,142430000.0,3.08,6.60,11.70,337640000.0,7.55,0.00,3.01,19.21,261060000.0,1.23,2.24,,1390000.0,4.00,4.90,1470000.0,0.0,102.50
2799,2013-05-13 15:24:02,1368483842.0,dsw,33.47,1.88,1633.77,16.14,-14.260000000000002,N/A,21.41,1.37,3.61,6.49,10.85,12.39,17.65,50.83,2780000000.0,2780000000.0,17.23,1.45,1.23,9.20,1.23,724720000.0,9.20,145190000.0,3.23,40.20,15.70,313180000.0,6.96,0.00,2.99,19.07,258560000.0,1.28,2.24,,2180000.0,4.70,7.10,2060000.0,0.0,102.50
2800,2005-02-05 03:36:59,1107603419.0,dte,28.23,-1.81,1193.19,6.51,-8.32,1.573,13.72,1.11,1.40,8.05,9.84,2.67,10.30,40.087,7760000000.0,16200000000.0,12.79,3.54,2.35,11.97,2.35,4800000000.0,11.97,554000000.0,3.25,17.60,4.30,74000000.0,0.43,8620000000.0,0.977,31.500999,1300000000.0,0.082,0.38,,2920000.0,4.176,1.68,3510000.0,0.0,53.11
2801,2007-04-12 11:58:28,1176404308.0,dte,34.53,-13.15,1447.8,-7.94,-5.21,1.532,20.05,0.96,1.48,4.80,10.36,2.48,7.52,50.972,8640000000.0,17450000000.0,N/A,3.54,1.94,8.955,1.94,5970000000.0,8.955,437000000.0,2.43,62.80,15.30,147000000.0,0.83,8960000000.0,0.951,33.019001,1460000000.0,0.43,0.23,,9430000.0,7.5,5.30,5590000.0,0.0,65.80
2802,2008-06-22 11:55:31,1214160931.0,dte,32.74,-23.52,1342.83,-33.5,9.98,1.283,6.82,0.83,1.20,12.18,9.35,2.16,15.13,52.042,7010000000.0,14590000000.0,N/A,2.40,1.69,8.43,1.69,4950000000.0,8.43,891000000.0,6.30,58.20,4.30,77000000.0,0.472,7660000000.0,0.88,36.562,1390000000.0,0.93,0.31,,4910000.0,6.3,3.00,4099999.9999999995,1.0,58.50
2803,2008-12-12 00:05:41,1229069141.0,dte,26.43,30.76,879.73,24.58,6.180000000000003,1.494,8.32,0.60,0.94,7.15,13.22,3.27,10.06,58.192,5610000000.0,14470000000.0,N/A,1.79,1.54,6.804,1.54,4950000000.0,6.804,588000000.0,4.14,10.20,9.90,223000000.0,1.368,8960000000.0,1.036,36.779999,1350000000.0,0.63,0.34,,2140000.0,1.4,1.30,2700000.0,1.0,55.40
2804,2010-10-24 19:24:37,1287973477.0,dte,39.82,15.97,1180.26,6.26,9.71,121.52,13.29,0.95,1.21,7.05,16.13,3.50,9.23,50.25,15770000000.0,15770000000.0,12.65,2.62,1.90,6.78,1.90,2520000000.0,6.78,586000000.0,3.53,3.60,6.20,124000000.0,0.74,7970000000.0,0.88,38.85,15770000000.0,0.66,0.43,,3010000.0,1.90,1.80,3930000.0,1.0,60.50
2805,2011-05-05 22:03:18,1304658198.0,dte,44.13,14.8,1335.1,2.55,12.25,115.75,14.91,1.02,1.28,6.76,16.80,3.68,8.74,50.58,16430000000.0,16430000000.0,13.49,2.94,1.93,6.88,1.93,2790000000.0,6.88,577000000.0,3.41,23.10,0.90,197000000.0,1.16,7910000000.0,1.10,40.11,16430000000.0,0.62,0.43,,2270000.0,1.90,1.30,2200000.0,1.0,56.40
2806,2011-07-05 21:25:09,1309926309.0,dte,44.45,,1337.88,2.33,,115.75,14.84,1.01,1.27,6.76,16.80,3.68,8.74,50.58,16320000000.0,16320000000.0,13.39,2.86,1.91,6.83,1.91,2790000000.0,6.83,577000000.0,3.41,23.10,0.90,197000000.0,1.16,7910000000.0,1.10,40.11,16320000000.0,0.63,0.43,,3010000.0,3.40,1.80,3370000.0,0.0,56.40
2807,2011-07-07 01:12:59,1310026379.0,dte,44.48,22.19,1353.22,0.11,22.080000000000002,115.75,14.81,1.00,1.26,6.76,16.80,3.68,8.74,50.58,16290000000.0,16290000000.0,13.36,2.91,1.91,6.82,1.91,2790000000.0,6.82,577000000.0,3.41,23.10,0.90,197000000.0,1.16,7910000000.0,1.10,40.11,16290000000.0,0.63,0.43,,3010000.0,3.40,1.80,3370000.0,1.0,56.40
2808,2012-06-14 22:02:35,1339736555.0,dte,54.03,18.12,1329.1,22.39,-4.27,111.04,14.68,1.15,1.41,7.93,15.48,3.35,10.01,51.49,17880000000.0,17880000000.0,14.90,3.63,2.05,7.89,2.05,2730000000.0,7.89,691000000.0,4.05,11.40,7.50,57000000.0,0.34,7940000000.0,1.17,41.76,1910000000.0,0.33,0.53,,1630000.0,2.00,1.00,1500000.0,0.0,12.90
2809,2012-11-13 14:33:24,1352846004.0,dte,54.65,20.22,1374.53,29.64,-9.420000000000002,105.65,14.78,1.16,1.36,7.85,15.64,3.34,9.58,50.75,17870000000.0,17870000000.0,14.53,3.17,2.07,7.84,2.07,2730000000.0,7.84,679000000.0,3.96,24.00,2.60,59000000.0,0.34,7850000000.0,1.18,42.94,2250000000.0,0.31,0.53,,1440000.0,2.60,0.90,1460000.0,0.0,13.40
2810,2012-11-17 08:51:02,1353171062.0,dte,54.47,22.36,1355.49,32.1,-9.740000000000002,105.65,14.97,1.17,1.37,7.85,15.64,3.34,9.58,50.75,18000000000.0,18000000000.0,14.71,3.13,2.08,7.90,2.08,2730000000.0,7.90,679000000.0,3.96,24.00,2.60,59000000.0,0.34,7850000000.0,1.18,42.94,2250000000.0,0.31,0.53,,1440000.0,2.60,0.90,1460000.0,0.0,13.40
2811,2013-02-03 02:32:23,1359887543.0,dte,59.28,11.62,1498.11,16.27,-4.65,105.65,16.15,1.26,1.47,7.85,15.64,3.34,9.58,50.75,18800000000.0,18800000000.0,15.87,3.21,2.17,8.25,2.17,2730000000.0,8.25,679000000.0,3.96,24.00,2.60,59000000.0,0.34,7850000000.0,1.18,42.94,2250000000.0,0.26,0.53,,1300000.0,2.00,0.80,1440000.0,0.0,13.40
2812,2013-04-22 01:39:51,1366619991.0,dte,68.9,9.09,1562.5,20.29,-11.2,108.91,20.33,1.41,1.68,6.94,14.62,3.07,9.32,51.41,20470000000.0,20470000000.0,16.92,4.05,2.33,9.19,2.33,2600000000.0,9.19,666000000.0,3.55,N/A,N/A,65000000.0,0.38,8070000000.0,1.05,42.78,2210000000.0,0.26,0.58,,1780000.0,1.60,1.00,2110000.0,0.0,13.90
2813,2013-04-30 10:32:23,1367343143.0,dte,68.88,11.45,1597.57,17.93,-6.48,105.58,18.12,1.38,1.65,7.59,15.24,3.34,10.16,52.80,20410000000.0,20410000000.0,16.91,4.09,2.25,8.68,2.25,2600000000.0,8.68,744000000.0,3.99,50.00,11.90,218000000.0,1.25,8060000000.000001,1.12,43.67,2190000000.0,0.26,0.58,,1470000.0,1.90,0.90,1780000.0,0.0,13.90
2814,2004-05-17 09:25:54,1084811154.0,dtv,16.63,-10.7,1084.1,8.27,-18.97,0.302,N/A,2.27,2.70,0.39,1.42,0.22,0.68,7.523,23260000000.0,24460000000.0,37.33,N/A,2.35,28.47,2.35,4490000000.0,28.47,64099999.99999999,0.046,N/A,N/A,1440000000.0,1.04,2640000000.0,1.772,6.317,N/A,1.64,35.00,,10440000.0,3.998,1.16,N/A,0.0,45.67
2815,2005-02-20 13:30:38,1108935038.0,dtv,15.2,,1200.75,7.2,,0.323,N/A,1.85,2.80,9.37,18.20,6.70,12.82,8.202,20950000000.0,20550000000.0,29.65,3.78,1.81,N/A,1.81,4490000000.0,N/A,1050000000.0,0.76,N/A,N/A,2830000000.0,2.04,2430000000.0,1.765,5.425,N/A,1.648,33.74,,16510000.000000002,8.107,1.80,15360000.0,0.0,59.73
2816,2005-04-23 21:29:14,1114316954.0,dtv,14.16,19.49,1137.5,15.29,4.199999999999999,0.324,N/A,1.73,2.62,9.41,18.28,6.74,12.89,8.202,19420000000.0,19020000000.0,29.81,3.37,1.67,N/A,1.67,1680000000.0,N/A,1060000000.0,0.76,N/A,12.20,2830000000.0,2.04,2430000000.0,1.771,5.417,228600000.0,1.764,33.74,,17340000.0,8.96,1.89,16200000.0,0.0,80.06
2817,2007-01-13 03:59:05,1168689545.0,dtv,24.0,-8.5,1414.85,0.39,-8.89,0.583,26.74,2.09,4.74,8.37,13.06,7.92,16.95,10.868,29610000000.0,30900000000.0,N/A,1.39,2.18,10.991,2.18,6440000000.0,10.991,1190000000.0,0.91,291.30,13.40,2270000000.0,1.857,3620000000.0,1.297,5.095,2640000000.0,0.65,0.03,,25850000.0,1.9,2.10,21990000.0,0.0,57.60
2818,2007-02-20 06:12:52,1171980772.0,dtv,23.88,6.99,1459.68,-6.83,13.82,0.541,21.36,2.00,4.39,9.62,15.18,9.14,19.43,11.697,29220000000.0,30170000000.0,N/A,1.09,2.04,9.184,2.04,6440000000.0,9.184,1420000000.0,1.12,193.70,16.30,2670000000.0,2.181,3620000000.0,1.371,5.482,3160000000.0,0.63,38.47,,26620000.0,3.7,2.20,25850000.0,1.0,52.30
2819,2007-04-11 05:38:08,1176295088.0,dtv,23.74,10.4,1438.87,-5.44,15.84,0.548,21.23,1.96,4.33,9.62,15.18,9.20,19.43,11.697,29190000000.0,30180000000.0,N/A,1.07,2.05,9.146,2.05,7160000000.0,9.146,1420000000.0,1.12,193.70,16.30,2670000000.0,2.171,3660000000.0,1.371,5.447,3160000000.0,0.59,38.27,,19960000.0,3.3,1.60,20990000.0,1.0,58.50
2820,2007-06-09 18:49:15,1181440155.0,dtv,22.78,25.07,1517.38,-7.47,32.54,0.49,18.67,1.79,3.94,9.96,16.15,10.70,22.78,12.404,28010000000.0,29040000000.0,N/A,1.05,1.90,7.883,1.90,7160000000.0,7.883,1520000000.0,1.23,43.00,15.40,2380000000.0,1.943,3400000000.0,1.305,5.674,3720000000.0,0.79,38.46,,11440000.0,2.8,0.90,16120000.000000002,1.0,58.20
2821,2009-09-07 09:31:46,1252341106.0,dtv,,,1016.4,7.42,,N/A,20.12,1.18,5.37,6.38,11.69,8.71,23.27,19.554,28000000000.0,28000000000.0,N/A,0.96,1.37,5.632,1.37,9740000000.0,5.632,1300000000.0,1.25,10.50,8.60,2270000000.0,2.325,5790000000.0,1.167,4.589,4000000000.0,0.8,56.22,,73300000.0,5.9,7.50,77480000.0,0.0,53.80
2822,2011-09-06 06:00:37,1315314037.0,dtv,42.06,25.68,1165.24,20.44,5.239999999999998,N/A,13.92,1.25,N/A,9.67,16.72,14.63,701.64,31.52,42100000000.0,42100000000.0,9.96,0.66,1.65,6.25,1.65,12000000000.0,6.25,2470000000.0,3.03,29.10,12.90,2530000000.0,3.42,13460000000.0,1.31,2.17,42100000000.0,0.87,8.55,,16030000.000000002,2.20,2.00,18260000.0,1.0,82.00
2823,2012-07-14 18:02:56,1342314176.0,dtv,48.15,33.75,1341.45,24.87,8.879999999999999,N/A,13.13,1.11,N/A,9.54,17.10,14.05,N/A,38.92,44580000000.0,44580000000.0,9.22,0.60,1.60,6.48,1.60,13270000000.0,6.48,2670000000.0,3.68,8.50,11.50,4530000000.0,6.91,17460000000.0,1.19,5.48,5640000000.0,0.94,0.10,,16420000.000000002,2.60,2.40,16530000.000000002,1.0,86.70
2824,2012-12-01 02:28:34,1354357714.0,dtv,49.16,,1409.93,18.8,,N/A,12.21,1.02,N/A,9.35,17.13,16.18,N/A,43.92,44560000000.0,44560000000.0,9.58,0.68,1.53,6.24,1.53,13270000000.0,6.24,2720000000.0,4.07,9.50,8.40,2420000000.0,4.01,17160000000.0,1.20,8.17,5710000000.0,0.96,0.09,,16329999.999999998,3.90,2.40,17570000.0,0.0,86.60
2825,2013-02-06 13:20:06,1360185606.0,dtv,52.47,33.68,1512.12,17.28,16.4,N/A,12.86,1.09,N/A,9.35,17.13,16.18,N/A,43.92,46380000000.0,46380000000.0,10.21,0.66,1.59,6.50,1.59,13270000000.0,6.50,2720000000.0,4.07,9.50,8.40,2420000000.0,4.01,17160000000.0,1.20,8.17,5710000000.0,0.79,0.09,,21580000.0,4.80,3.20,12310000.0,1.0,86.60
2826,2013-04-22 03:38:02,1366627082.0,dtv,55.96,37.13,1562.5,20.29,16.840000000000003,N/A,12.05,1.04,N/A,9.92,17.09,16.29,N/A,46.61,47250000000.0,47250000000.0,9.51,0.64,1.59,6.54,1.59,14160000000.0,6.54,2950000000.0,4.58,31.20,7.90,1900000000.0,3.32,17530000000.0,1.00,9.26,5630000000.0,0.86,0.09,,15100000.0,2.10,2.60,13440000.0,1.0,82.90
2827,2013-06-05 09:06:39,1370448399.0,dtv,60.89,36.23,1608.9,20.61,15.619999999999997,N/A,13.06,1.14,N/A,9.61,17.12,15.22,N/A,49.51,50860000000.0,50860000000.0,10.30,0.53,1.68,6.86,1.68,14160000000.0,6.86,2910000000.0,4.71,5.60,7.60,1680000000.0,3.01,18360000000.0,1.01,10.93,5410000000.0,1.04,0.09,,12430000.0,3.00,2.20,11040000.0,1.0,82.90
2828,2003-10-09 01:26:58,1065688018.0,duk,16.57,40.68,1038.73,8.03,32.65,1.509,16.82,0.80,1.04,4.87,12.49,1.56,6.49,23.036,16860000000.0,36290000000.0,13.43,2.66,1.79,8.5,1.79,8710000000.0,8.5,973000000.0,N/A,45.50,73.70,4080000000.0,4.51,23930000000.0,1.053,17.38,N/A,0.416,1.00,,31140000.0,8.563,3.48,33700000.0,1.0,59.65
2829,2004-04-12 20:47:18,1081828038.0,duk,20.26,45.85,1145.2,3.72,42.13,1.581,N/A,0.88,1.43,4.46,3.66,1.65,6.74,24.921,19610000000.0,39480000000.0,17.46,3.86,1.75,40.33,1.75,8710000000.0,40.33,1020000000.0,1.112,45.50,73.70,2730000000.0,2.99,21950000000.0,1.025,15.091,3960000000.0,0.527,1.00,,27530000.0,8.891,3.05,30550000.0,1.0,62.37
2830,2004-06-20 07:22:12,1087741332.0,duk,19.03,59.8,1132.05,7.42,52.379999999999995,1.545,N/A,0.81,1.29,6.00,5.76,2.23,9.02,24.438,18190000000.0,37300000000.0,16.16,4.45,1.68,70.64,1.68,4920000000.0,70.64,1350000000.0,1.477,227.90,43.80,2820000000.0,3.08,21800000000.0,1.014,15.293,3790000000.0,0.542,1.00,,35640000.0,7.257,3.94,30250000.0,1.0,66.01
2831,2004-08-11 20:36:24,1092281784.0,duk,22.13,32.99,1075.79,15.06,17.93,1.44,N/A,0.94,1.44,5.97,5.62,2.28,9.05,24.337,21020000000.0,38230000000.0,17.37,6.17,1.72,70.67,1.72,4920000000.0,70.67,1340000000.0,1.481,227.90,43.80,4040000000.0,4.31,21150000000.0,1.099,15.517,3790000000.0,0.575,1.00,,30060000.0,12.491,3.24,30840000.0,1.0,64.62
2832,2004-11-11 14:01:33,1100210493.0,duk,25.36,8.48,1173.48,5.22,3.2600000000000007,1.351,N/A,1.06,1.53,4.20,2.69,1.66,6.40,24.07,23440000000.0,40170000000.0,17.24,4.80,1.81,32.27,1.81,8590000000.0,32.27,941000000.0,1.058,227.90,41.40,4059999999.9999995,4.33,20650000000.0,0.991,16.299,3820000000.0,0.589,0.72,,25380000.0,9.021,2.72,25820000.0,0.0,64.62
2833,2005-01-28 18:25:20,1106965520.0,duk,26.3,15.21,1171.36,7.97,7.240000000000001,1.351,N/A,1.10,1.60,4.20,2.69,1.66,6.40,24.07,24240000000.0,41190000000.0,17.11,4.92,1.85,33.09,1.85,8590000000.0,33.09,941000000.0,1.058,227.90,41.40,4059999999.9999995,4.33,20650000000.0,0.991,16.299,4090000000.0,0.626,0.72,,17780000.0,8.124,1.91,17190000.0,1.0,64.03
2834,2005-03-05 21:49:33,1110088173.0,duk,27.89,10.15,1210.08,6.53,3.62,1.03,21.43,1.13,1.56,5.48,12.54,2.24,8.26,23.908,25970000000.0,43040000000.0,16.38,4.40,1.91,10.24,1.91,8590000000.0,10.24,1220000000.0,1.29,227.90,41.40,N/A,16930000000.0,16930000000.0,1.065,17.361,4090000000.0,0.681,0.72,,18630000.0,5.37,2.00,17780000.0,0.0,65.34
